"das_voyage_id","type_of_ship","particulars"
"94373","","During the voyage one soldier probably became seafarer. See also 3477."
"91345","","Jakob Adriaansz. van Duin, who died 28-08-1623 in Sierra Leone, was succeeded by Pieter Harmensz. Slobbe, 01-09-1623. The ship was sold to the V.O.C."
"98381","","The nine passengers included one condemned person. After the arrival of the ship at patria its name was altered into VROUWE REBECCA JACOBA (see 3803/-)."
"98172","","Part of the cargo (227,120) consisted of tea. According to K.A. 8403 it was 227,200."
"93611","",""
"97315","fluit",""
"91657","fluit","Stayed in the Indies and was laid up, 1650."
"93029","fluit",""
"93547","","Lost on a voyage to Japan in 1724."
"98352","","The eight passengers included three condemned persons; they disembarked at the Cape."
"96838","fluit",""
"94273","",""
"95336","","See the BEEMSTER WELVAREN (4266). The JONGE LIEVE was laid up in the Indies, 31-12-1781."
"94281","","On 01-09-1746 the ship exploded on the roads of Batavia."
"91473","",""
"92657","","The ship was laid up at Tuticorin in 1694."
"91639","jacht","Wrecked on a reef off Goa, fighting the Portuguese and was lost, 06-12-1639."
"92190","fluit","Via Annabon."
"94253","","From 04 till 17-07-1741 the ship was at S. Tiago."
"93479","fluit",""
"96189","jacht","Return fleet (5361-5369) under command of Pieter Sijmen aboard the MALAKKA. Total number of those on board 1124. Via St. Helena."
"96647","pinas","The fleet (5738-5739) from Ceylon joined the return fleet of 24-11-1679 at the Cape."
"91369","jacht","Lost in the river Chincheu on the coast of China; 07-10-1633; according to Mac Leod lost near Amoy, 05-02-1629."
"98317","","Crew at the Cape: 127. After the arrival of the ship at patria the name was altered into ROZENBURG (see 3702/-)."
"92849","fluit",""
"93572","",""
"96004","jacht",""
"98843","","According to K.A. 4390a Benjamin der Kinderen was master of the ZEEDUIN."
"92965","fluit",""
"91174","",""
"97483","",""
"98033","","The 122 men aboard the MAARSSEVEEN included 14 impotenten and 3 passengers. Gerrit van der Tolle was vice-commandeur of the ships which departed from the Cape on 11-05-1742; commandeur was Jan Paul Schagen aboard the WELTEVREDEN (7144)."
"93310","fluit","At S. Tiago from 15-05 till 18-05-1716."
"96041","jacht",""
"91416","jacht","From 28-01 till 17-02-1629 in the Downs; wrecked at St. Antao, 24-03-1629."
"98694","","The 5 passengers included 2 slaves (one male and one female)."
"98818","",""
"94973","","39227703/ Is the third voyage of this ship, which during its first voyage was called AMERONGEN (see 3664/7555)."
"92070","","At Saldanha Bay (06-12-1661 till 10-01-1662). Laid up and sold at Batavia, 23-11-1667."
"92261","fluit",""
"91945","galjoot","From 20-10-1655 till 18-07-1656 for service at the Cape. Left for Batavia with 26 men via Gamron and Surat. In 1664 laid up at Bengal."
"96713","hoeker",""
"91182","jacht","The ship stayed in the Indies."
"95726","","At the departure from Texel the CHRISTOFFEL COLUMBUS, the CONSTITUTIE (4689), the KRAAI (4690), the SCHAGEN (4691), and the ZAANSTROOM (4692) were accompanied by a Dutch man-of-war."
"91584","",""
"91063","",""
"97238","jacht",""
"93929","","Laid up at Batavia in 1740."
"98596","",""
"93702","fluit",""
"97227","fluit",""
"95075","","Specified data concerning the crew of the JONKVROUWE KORNELIA JAKOBA: 227 seafarers, 75 soldiers, 3 craftsmen, and 5 passengers departed from Texel or embarked at the Cape. On 27-10-1772 the ship sank at the Jannegat. The following data refer to the crew of the JONKVROUWE KORNELIA JAKOBA as well as to the crews of the NOORD NIEUWLAND (see 4029), the VREEBURG (4030), the GANZENHOEF (4031), the OUDERAMSTEL (4032), the RITTHEM (4033), the HUIS TE BIJWEG (4034), the PALLAS (4035), the COMPAGNIES WELVAREN (4036), the BARBARA THEODORA (4041), and the GOUVERNEUR-GENERAAL (4044): one seafarer deserted at Duins; at Portsmouth 2 seaf. and 5 soldiers died, one seafarer deserted; at S. Tiago 12 seafarers, 5 soldiers, and one craftsman died, 16 seafarers, 15 soldiers, and one craftsman deserted; at the Cape 182 seafarers, 191 soldiers, 7 craftsmen, and 7 passengers went ashore; during the voyage 222 seafarers, 205 soldiers, and 21 craftsmen died."
"94955","","On 24-02-1765 the PIJLSWAART, sailing near Batavia, caught fire in a thunder-storm and exploded. See also 3903."
"93644","",""
"96014","","Chained up for 12 months and 10 days at the Isle of Wight."
"96629","",""
"94560","","The OOSTHUIZEN called at the Island of Fogo (from 23 till 25-06-1750) and at Brasil (from 22-09 till 04-12-1750): 21 seafarers, 3 soldiers and 2 craftsmen disembarked or deserted. The ship also called at Surinam (from 21-02 till 10-05-1751): 28 seafarers and 13 soldiers deserted, one chief mate and 4 soldiers embarked. From 18-07 till 13-08-1751 the OOSTHUIZEN was at S. Tiago: 2 seafarers and 3 soldiers went ashore, 4 seafarers were taken over from the LUCHTENBURG (see 3525) and the TULPENBURG (see 3526). Some of the 4 seafarers who disembarked at the Cape went to the LUCHTENBURG."
"95787","paketboot","On 15-07-1795 the LUCHTBOL was sold to the Danes at Bengal."
"93414","fluit","At Duins from 07-01 till 26-01-1719. One seafarer from the BARNEVELD (2365). At Portsmouth from 04-02 till 26-02-1719. 2 Seafarers ran away. At S. Tiago from 09-04 till 16-04-1719. Laid up at Batavia in 1727."
"94140","","From 13-01 till 17-02-1738 the ship was at Portsmouth: 2 seafarers deserted. The passengers included 3 slaves (one male and two females). The STEENHOVEN was wrecked on a voyage to Bandain 1741."
"92821","jacht","From 22-07 till 24-07-1697 at Cape Capus; the master Willem de Haze died. Second departure from the Cape on 23-12-1697. Wrecked on the sands of the river Palembang in 1703."
"92160","fluit",""
"92201","hoeker","The ship was wrecked east of Cape 'Hangklip', at the East African coast on 20-02-1673."
"91905","jacht","On 15-04-1654 it captured a small English ship named MERCHANT at S. Vincente. The GOUDSBLOEM left S. Vincente 20-04. Broken up in 1665 in Bengal."
"93243","fluit",""
"92810","jacht",""
"96702","","The KORTGENE was the vice-commandeur's ship."
"91833","","Back to the Wielingen; sailed again 11-03-1650."
"96577","","The fleet from Ceylon (5668-5669) joined the fleet of 28-01-1675 at the Cape. According to Valentijn the Ceylon-fleet departed on 07-01-1675."
"92276","","Via S. Tiago."
"98408","","The seven passengers included one slave and one condemned person."
"98410","","The eight passengers included two slaves, one male and one female, and one condemned person."
"94257","","The IDA called at Robben Island (05 till 16-11-1741)."
"95814","fluit","On 23-06-1794 the EENSGEZINDHEID sailed from Rammekens to Texel. On 15-02-1796 the ship was seized by the English at Ceylon."
"93315","",""
"93053","pinas","From 31-01 till 03-02-1706 at Portsmouth; at Torbay from 12-02 till 23-02-1706."
"96778","","Sold after arrival at Veere."
"91133","",""
"96937","pinas",""
"98029","","The 99 men aboard the OUDE ZIJPE included 12 impotenten and 14 passengers. The ship ran ashore off Zandvoort, 19/20-09-1742. Wreck discovered."
"98401","",""
"97267","",""
"97924","",""
"97207","fregat",""
"98878","",""
"93005","fluit","From 13-10 till 14-10-1704 at Dasseneiland and from 15-10 till 22-10-1704 at Saldanha Bay."
"97083","jacht",""
"95990","jacht",""
"96717","",""
"91942","",""
"96991","pinas","Diedlof Kroes was vice-commandeur of the return fleet."
"96594","pinas","Acc. to K.A. 1198 the ship arrived at Texel on 11-07-1676."
"93765","fregat","Laid up at Batavia on 13-03-1723."
"94952","","3901/- Is the fifth voyage of this ship, which during its first two voyages was called ROZENBURG (numbers of the second voyage: 3642/7477), during its third voyage OVERNES (see 3700/7544), and during its last two voyages AMERONGEN (numbers of the fourth voyage: 3796/7638). In 1768 the ship was laid up in the Indies."
"98021","",""
"97697","",""
"94601","","The 5 passengers who embarked at Rammekens included 2 slaves. During the voyage one soldier probably became a seafarer."
"97647","","Commandeur of this return fleet was Isaak Hage (6817)."
"94240","","Adverse winds forced the ship to call at Duins (06 till 26-01-1741). One soldier probably became seafarer."
"98468","","Crew at the Cape: 115."
"97132","",""
"94230","","One of the 17 seafarers who embarked at the Cape was taken over from the AMSTERDAM (see 3194); one soldier probably became seafarer. The five passengers included one former slave."
"95356","","After having called at Batavia the ABBEKERK sailed on to China. See the MORGENSTER (4291)."
"92148","hoeker",""
"97533","",""
"98431","",""
"96249","","Return fleet (5421-5429) under command of Rijklof van Goens aboard the PAREL(?). Total number of those aboard 839."
"92559","","Via Cape Lopez (25-07 till 29-07-1685)."
"92088","jacht","The ship lost its bowsprit, foremast and several topmasts. See also KENNEMERLAND (0968)."
"98682","",""
"95864","",""
"91097","",""
"93221","fluit","The passengers were stowaways."
"91792","jacht","For the total number of those on board at the arrival in Batavia see the JONGE PRINS (0668). The ship was lost between Coromandel and Ceylon. The crew was saved."
"99127","pink","The 38 people included 4 passengers; one of them was a female slave. See also the MAKASSAR (8342)."
"94521","","The SCHEIJBEEK made two earlier attempts to depart: 21-11-1748 and 10-01-1749 (return to Rammekens: 31-01). From 18-04 till 01-05-1749 the ship was at S. Tiago: 9 soldiers deserted. The SCHEIJBEEK was laid up in India, 09-08-1755."
"98452","","Crew at the Cape: 109. 3757/7607 was the third voyage of this ship, which during its two preceding voyages was called DELFT (3696/7518). The ERFPRINS replaced the previous ERFPRINS, wrecked off Calais, October 1758 (3739)."
"95129","","The following data refer to the crew of the BARTHA PETRONELLA as well as to the crew of the BLIJDORP (see 4082): 56 seafarers, 22 soldiers, and 3 craftsmen embarked at the Cape. Data concerning both the two aforesaid ships and the DUIVENBRUG (4081): at S. Tiago one soldier and one craftsman died, 8 seafarers, 2 soldiers, and one craftsman deserted (no deserters from the BARTHA PETRONELLA); 109 seafarers and 68 soldiers went ashore at the Cape; during the voyage 20 seafarers, 21 soldiers, and 4 craftsmen died."
"94444","","The BEUKESTIJN carried f 150,000 in cash. The ship was laid up and sold at Batavia on 11-05-1753."
"96187","",""
"94361","",""
"95885","",""
"94066","",""
"93921","","At S. Tiago from 21-06 till 26-06-1732; from SLOT TER HOGE (2877) 26 seafarers and 16 soldiers came aboard."
"94810","","The NIJENBORG did not call at the Cape but at False Bay from 03 till 19-08-1759."
"97931","","The 11 passengers, indicated in the first column, included one male and two female slaves and a condemned person."
"93100","","Till 18-03-1708 in England, where 23 men deserted. From 05-11 till 03-12-1708 at Mauritius. According to Coolhaas VI, 595, 141 persons arrived at Batavia. Probably most of the passengers disembarked at Mauritius. Laid up at Batavia on 27-09-1720."
"92114","jacht","One of the passengers was a woman: Annetje Barendsz. engaged as Klaas Barends."
"92372","pinas","Via S. Tiago, where one seaman deserted."
"96167","","Return fleet (5339-5345) under command of Jeremias van Vliet aboard the VOGELSTRUIS. Total number of those on board 939."
"93873","hoeker","Was laid up at Batavia in 1743."
"94328","",""
"95397","","See the OVERDUIN (4344). The WILLEM FREDERIK was laid up in the Indies, 31-12-1786."
"97405","",""
"97989","",""
"94297","","The ZAAMSLAG called at Portsmouth (05 till 21-11-1742) and at S. Tiago (15 till 20-12-1742) where 11 persons died and 13 soldiers deserted."
"91573","fluit","The ship was burnt and wrecked at Poulo Timaon on 07-06-1670."
"92350","pinas","The ship was laid up at Batavia on 03-01-1688."
"92954","fluit",""
"96514","fluit","The fleet (5605-5606) from Ceylon joined the fleet of 01-02-1670 at the Cape."
"96710","pinas","Second return fleet (5801-5802). At the Cape the SINT MAARTENSDIJK (5803) joined this fleet. At S. Nicolas Bay one seafarer, 6 soldiers, and 3 craftsmen left the JAMBY for the BEURS VAN AMSTERDAM."
"96292","","From 9/10-03 till 08-04-1659 at St. Helena."
"91617","fluit","Two soldiers became seafarers. During the voyage one child was born."
"97556","",""
"96435","fluit","Via Bergen, departure on 02-09-1665."
"95164","",""
"94324","hoeker","During the voyage Jan Bop succeeded Jan Raay as master, one source mentions Gerrit Bot. From 26-12-1743 till 06-02-1744 the ship was at Morlaix."
"98662","","The master of the KRONENBURG, Frederik Kelger, was commandeur of the return fleet."
"95225","",""
"91137","jacht","According to Commelin the master was Willem Lok. The ship stayed in the Indies."
"94544","","Initially the RUST EN WERK sailed out on 28-10-1747, but the ship was driven out of its course and arrived at Surinam, 26-04-1748; it returned to Goeree on 27-04-1749. Some sources mention Markus Tetting as master; he probably succeeded Verschuur after the failure in 1747-'49. The 13 persons who disembarked at the Cape included some deserters. Taken by a 'Maccassaersen vrijman' called Frans Fransz."
"95900","","Reinier Lambrechtsz. died shortly after sailing through the Sunda Strait; Olivier de Vivere, the vice-admiroal, died at Mauritius; departure from Mauritius October 13th.; from 19-12 till 06-01 at St. Helena."
"97472","",""
"94676","","The OUDKARSPEL called at Duins three times: from 04 till 09-01, from 11 till 22-01, and from 24 till 28-01-1754."
"99109","",""
"98301","","The ten passengers included four slaves, two males and two females."
"94522","","The VREDE made one earlier attempt to depart: 10-01; three weeks later it returned to Rammekens (31-01-1749). From 18-04 till 01-05-1749 the ship called at S. Tiago."
